abandonment,abandon
obstreperousness,obstreperous
obstructer,obstruct
obstruction,obstruct
obstructive,obstruct
obstructor,obstruct
obtainable,obtain
obtainment,obtain
obtrusiveness,obtrusive
obtuseness,obtuse
obviousness,obvious
oceanic,ocean
oddity,odd
oddness,odd
odiousness,odious
odorize,odor
odorous,odor
odourise,odour
offender,offend
offensiveness,offensive
offerer,offer
offering,offer
offeror,offer
officialdom,official
officiousness,officious
ogler,ogle
ohmic,ohm
oiler,oil
oily,oil
old-fashionedness,old-fashioned
oldness,old
oleaginousness,oleaginous
oligarchic,oligarch
omnibus(a),omnibus
onerousness,onerous
onomastics,onomastic
opalescence,opalesce
opalescent,opalesce
opalize,opal
opaqueness,opaque
opener,open
openhandedness,openhanded
opening,open
openness,open
operatic,opera
operoseness,operose
opportuneness,opportune
opposer,oppose
oppositeness,opposite
oppression,oppress
oppressive,oppress
oppressiveness,oppressive
oppressor,oppress
optative,opt
option,opt
orangeness,orange
oratorical,orator
orbital,orbit
orbiter,orbit
orchestral,orchestra
orchestrate,orchestra
ordainer,ordain
orderer,order
ordering,order
orderly,order
organic,organ
organismal,organism
organismic,organism
organist,organ
organizer,organize
originality,original
originate,origin
ornamental,ornament
ornamentation,ornament
ornateness,ornate
orphanage,orphan
orthodontics,orthodontic
orthogonality,orthogonal
orthoptics,orthoptic
Orwellian,Orwell
ostentatiousness,ostentatious
otherness,other
ouster,oust
ousting,oust
outback(a),outback
outcropping,outcrop
outdoorsy,outdoors
outfielder,outfield
outfitter,outfit
outfitting,outfit
outlandishness,outlandish
outlaw(a),outlaw
outlawry,outlaw
outrageous,outrage
outrageousness,outrageous
outspokenness,outspoken
outwardness,outward
overachievement,overachieve
overacting,overact
overbearingness,overbearing
overcasting,overcast
overcomer,overcome
overeating,overeat
overexertion,overexert
overexploitation,overexploit
overfeeding,overfeed
overheating,overheat
overindulgence,overindulge
overlapping,overlap
overlayer,overlay
overlordship,overlord
overmuchness,overmuch
overpayment,overpay
overprotection,overprotect
overreaction,overreact
overrefinement,overrefine
overseer,oversee
oversensitiveness,oversensitive
overstatement,overstate
overworking,overwork
owlet,owl
owner,own
ownership,owner
oxidiser,oxidise
oxidizer,oxidize
oxygenate,oxygen
oxygenize,oxygen
pacer,pace
pachydermal,pachyderm
pachydermatous,pachyderm
pachydermic,pachyderm
pachydermous,pachyderm
pacifist(a),pacifist
package,pack
packer,pack
packing,pack
padding,pad
paddler,paddle
paederastic,paederast
paediatrics,paediatric
paganize,pagan
pager,page
painfulness,painful
painstakingness,painstaking
painter,paint
painterly,painter
painting,paint
pairing,pair
palatableness,palatable
paleness,pale
pallidness,pallid
palmar,palm
palpebrate,palpebra
paltering,palter
pamperer,pamper
pampering,pamper
pampering(a),pampering
pamphleteer,pamphlet
Panamanian,Panama
panderer,pander
panegyrical,panegyric
paneling,panel
panelist,panel
panelling,panel
panellist,panel
panhandler,panhandle
panicky,panic
panting,pant
pantomimer,pantomime
paperer,paper
papering,paper
papery,paper
papillary,papilla
papistic,papist
papistical,papist
Papuan,Papua
paraboloidal,paraboloid
parachuter,parachute
parader,parade
paradigmatic,paradigm
paradoxical,paradox
paragrapher,paragraph
Paraguayan,Paraguay
paramagnetic,paramagnet
paramedical,paramedic
parceling,parcel
parcellation,parcel
parcelling,parcel
pardoner,pardon
parentage,parent
parental,parent
parenthood,parent
parer,pare
pargeting,parget
pargetry,parget
pargetting,parget
Parisian,Paris
parking,park
parliamentary,parliament
parolee,parole
paroxysmal,paroxysm
parsimoniousness,parsimonious
partaker,partake
Parthian,Parthia
partial,part
partiality,partial
partialness,partial
parting,part
partisanship,partisan
partitioning,partition
partitionist,partition
partitive,part
partnership,partner
passage,pass
passer,pass
passing,pass
passionateness,passionate
passiveness,passive
paster,paste
Pasteurian,Pasteur
pastness,past
pastoral,pastor
pastorship,pastor
patching,patch
patchy,patch
patellar,patella
patentee,patent
pathogenic,pathogen
patinate,patina
patness,pat
patriarchal,patriarch
patristics,patristic
patroller,patrol
patronise,patron
patronize,patron
patronymic,patronym
paunchy,paunch
pauperize,pauper
pavement,pave
Pavlovian,Pavlov
pawer,paw
payee,pay
payer,pay
payment,pay
peaceableness,peaceable
peacefulness,peaceful
peachy,peach
peaky,peak
pealing,peal
pearler,pearl
pearly,pearl
peasanthood,peasant
peaty,peat
pecker,peck
peculiarity,peculiar
pedaler,pedal
pedaller,pedal
pedantic,pedant
peddler,peddle
pederastic,pederast
pediatrics,pediatric
peeing,pee
peeler,peel
peeling,peel
peeper,peep
peevishness,peevish
pelecypodous,pelecypod
pellucidity,pellucid
pellucidness,pellucid
pelter,pelt
pelting,pelt
peninsular,peninsula
penmanship,penman
pennilessness,penniless
penning,pen
pensionary,pension
pensioner,pension
pensiveness,pensive
penuriousness,penurious
peppery,pepper
peppy,pep
perceiver,perceive
perceptiveness,perceptive
percher,perch
percussion,percuss
percussionist,percussion
percussive,percuss
percussor,percuss
perfecter,perfect
perfectible,perfect
perfection,perfect
perfectionist,perfection
perfidiousness,perfidious
performance,perform
performer,perform
performing,perform
perfumery,perfume
perilous,peril
perilousness,perilous
periodical,period
periodicity,periodic
periodontics,periodontic
perishableness,perishable
perjurer,perjure
permeableness,permeable
permissiveness,permissive
permutableness,permutable
perniciousness,pernicious
perpendicularity,perpendicular
Persian,Persia
persistence,persist
persistency,persist
persistent,persist
personableness,personable
personality,personal
personhood,person
personify,person
perspicaciousness,perspicacious
perspicuousness,perspicuous
persuader,persuade
persuasiveness,persuasive
pertness,pert
perturbation,perturb
Peruvian,Peru
pervasiveness,pervasive
perverseness,perverse
perviousness,pervious
pesterer,pester
petalous,petal
petiteness,petite
petitionary,petition
petitioner,petition
petter,pet
pettifogger,pettifog
pettifoggery,pettifog
petting,pet
pettishness,pettish
phantasmal,phantasma
pharmaceutics,pharmaceutic
philanderer,philander
philosophiser,philosophise
philosophizer,philosophize
phlegmatic,phlegm
phlegmatical,phlegm
phlegmy,phlegm
phoner,phone
phonetic,phone
phonetics,phonetic
phonogramic,phonogram
phosphorescence,phosphoresce
phosphorescent,phosphoresce
photographer,photograph
photographic,photograph
photography,photograph
physicality,physical
physicalness,physical
Piagetian,Piaget
picker,pick
picking,pick
pickings,pick
picnicker,picnic
pictographic,pictograph
picturesqueness,picturesque
piezoelectricity,piezoelectric
piggishness,piggish
piggy,pig
pigheadedness,pigheaded
piglet,pig
pigmentation,pigment
pilferage,pilfer
pilferer,pilfer
pillager,pillage
pilotage,pilot
piloting,pilot
pinkify,pink
piousness,pious
piper,pipe
pisser,piss
pissing,piss
pistoleer,pistol
pitcher,pitch
pitching,pitch
pitchy,pitch
pithy,pith
pitilessness,pitiless
pitting,pit
pivotal,pivot
place-kicker,place-kick
place-kicking,place-kick
placement,place
placental,placenta
placidity,placid
placidness,placid
plagiariser,plagiarise
plagiarizer,plagiarize
plaguey,plague
plainness,plain
plaintiveness,plaintive
plaiter,plait
planeness,plane
planer,plane
planetal,planet
planetary,planet
planking,plank
planktonic,plankton
planner,plan
planning,plan
plantal,plant
planter,plant
planting,plant
plantlet,plant
plasterer,plaster
plastering,plaster
plasticiser,plasticise
plasticity,plastic
plasticizer,plasticize
plater,plate
Platonic,Plato
plausibleness,plausible
playacting,playact
playactor,playact
player,play
playfulness,playful
playing,play
playlet,play
pleader,plead
pleading,plead
pleasantness,pleasant
pleaser,please
pleating,pleat
plebeian,pleb
pledger,pledge
plenteousness,plenteous
plentifulness,plentiful
pleural,pleura
pleurocarpous,pleurocarp
pliantness,pliant
plodder,plod
plodding,plod
plotter,plot
ploughing,plough
plower,plow
plowing,plow
plucky,pluck
plugger,plug
plumbing,plumb
plumpness,plump
plunderage,plunder
plunderer,plunder
plundering,plunder
plunger,plunge
plurality,plural
plushy,plush
plutonic,pluton
plyer,ply
poacher,poach
poaching,poach
poetic,poet
poetise,poet
poetiser,poetise
poetize,poet
poetizer,poetize
poikilothermic,poikilotherm
poikilothermous,poikilotherm
pointedness,pointed
pointer,point
pointlessness,pointless
poisoner,poison
poisoning,poison
poisonous,poison
poker,poke
pokey,poke
polarity,polar
polemical,polemic
polemicise,polemic
polemicize,polemic
polisher,polish
polishing,polish
politeness,polite
pollard,poll
pollster,poll
polluter,pollute
polymeric,polymer
polymerize,polymer
polymorphic,polymorph
polytonality,polytonal
pompous,pomp
pompousness,pompous
ponderer,ponder
ponderousness,ponderous
poorness,poor
popper,pop
popping,pop
populariser,popularise
popularity,popular
popularizer,popularize
porousness,porous
portage,port
portentous,portent
porter,port
porterage,porter
portrayal,portray
portrayer,portray
portraying,portray
poser,pose
position,posit
positioner,position
positioning,position
positiveness,positive
possession,possess
possessive,possess
possessiveness,possessive
possessor,possess
possibleness,possible
postage,post
postal,post
poster,post
posteriority,posterior
posting,post
postponement,postpone
postponer,postpone
potentiality,potential
potterer,potter
poundage,pound
pounder,pound
pounding,pound
pouter,pout
powderer,powder
powderize,powder
powdery,powder
powerfulness,powerful
powerlessness,powerless
practicableness,practicable
practicality,practical
praetorial,praetor
praetorian,praetor
praetorship,praetor
Prakritic,Prakrit
prancer,prance
prankishness,prankish
prankster,prank
prater,prate
prattler,prattle
prayer,pray
preacher,preach
preaching,preach
preachment,preach
prearrangement,prearrange
precariousness,precarious
precautionary,precaution
precedence,precede
precedency,precede
precedent,precede
precentorship,precentor
preceptorship,preceptor
preciousness,precious
precipitateness,precipitate
precipitousness,precipitous
preciseness,precise
precociousness,precocious
predestinationist,predestination
prediction,predict
predictive,predict
predictor,predict
preemption,preempt
preemptive,preempt
preemptor,preempt
preexistence,preexist
preexistent,preexist
preference,prefer
preferment,prefer
prefixation,prefix
preformation,preform
prejudgement,prejudge
prematureness,premature
premier(a),premier
premiership,premier
preparedness,prepared
prepayment,prepay
prepossession,prepossess
present(a),present
presentation,present
presenter,present
presentment,present
preserver,preserve
president,preside
presidential,president
presidentship,president
pressing,press
pressure,press
prestigiousness,prestigious
presumptuousness,presumptuous
pretender,pretend
pretending,pretend
pretentiousness,pretentious
pretorian,pretor
preventative,prevent
prevention,prevent
preventive,prevent
pricelessness,priceless
pricey,price
pricker,prick
pricking,prick
pridefulness,prideful
priesthood,priest
priestly,priest
priggishness,priggish
primateship,primate
primer,prime
primitiveness,primitive
primness,prim
primping,primp
princedom,prince
princely,prince
principalship,principal
printer,print
printing,print
priorship,prior
prismatic,prism
privateness,private
prizefighter,prizefight
probationary,probation
problematic,problem
problematical,problem
proceeding,proceed
proceedings,proceed
processing,process
processor,process
proconsular,proconsul
proconsulship,proconsul
proctorship,proctor
procurement,procure
procurer,procure
prodding,prod
prodigality,prodigal
producer,produce
productiveness,productive
profaneness,profane
professing,profess
profession,profess
professorial,professor
professorship,professor
profitableness,profitable
profiteer,profit
profoundness,profound
profuseness,profuse
programing,program
programmer,program
progression,progress
progressiveness,progressive
prohibition,prohibit
prohibitionist,prohibition
projection,project
projector,project
prolixity,prolix
prolixness,prolix
prolongation,prolong
promiscuousness,promiscuous
promisee,promise
promiser,promise
promoter,promote
prompter,prompt
prompting,prompt
promptness,prompt
proneness,prone
prongy,prong
pronouncement,pronounce
proofreader,proofread
propaedeutics,propaedeutic
propellant,propel
propellent,propel
propeller,propel
propellor,propel
properness,proper
prophetic,prophet
prophetical,prophet
propitiousness,propitious
proportionality,proportional
proportionateness,proportionate
proposer,propose
proprietorship,proprietor
prosaicness,prosaic
prospector,prospect
prosthetics,prosthetic
prosthodontics,prosthodontic
protection,protect
protective,protect
protectiveness,protective
protector,protect
protectorship,protector
proteinaceous,protein
protestant,protest
protestation,protest
protester,protest
protraction,protract
Proustian,Proust
proverbial,proverb
provident,provide
provider,provide
provisionary,provision
provisioner,provision
provoker,provoke
prowler,prowl
prudishness,prudish
pruner,prune
Prussian,Prussia
prying,pry
psalmist,psalm
pseudonymous,pseudonym
psycholinguistics,psycholinguist
psychosexuality,psychosexual
publiciser,publicise
publicity,public
publicizer,publicize
publisher,publish
publishing,publish
puckishness,puckish
puddler,puddle
puerperal,puerpera
puffer,puff
puffing,puff
puffy,puff
puller,pull
pulling,pull
pulpy,pulp
puncher,punch
punctiliousness,punctilious
punctuality,punctual
punishment,punish
punning,pun
punster,pun
punter,punt
punting,punt
pupal,pupa
pupate,pupa
pupillary,pupil
puppeteer,puppet
purchaser,purchase
pureness,pure
puritanic,puritan
puritanical,puritan
purpleness,purple
purposefulness,purposeful
purposelessness,purposeless
pursuer,pursue
purveyance,purvey
purveyor,purvey
pusher,push
pushing,push
pushy,push
pusillanimousness,pusillanimous
putridity,putrid
putridness,putrid
putter,putt
putterer,putter
putting,putt
puzzlement,puzzle
puzzler,puzzle
pyramidal,pyramid
pyramidical,pyramid
pyroelectricity,pyroelectric
pyrogenous,pyrogen
quackery,quack
quadrupedal,quadruped
quaffer,quaff
quaggy,quag
quaintness,quaint
quaker,quake
qualifying,qualify
quarreler,quarrel
quarreller,quarrel
quarrelsomeness,quarrelsome
quarrying,quarry
quartering,quarter
quarterly,quarter
quarters,quarter
Quechuan,Quechua
queenly,queen
queerness,queer
quelling,quell
quenching,quench
querulousness,querulous
quester,quest
questioner,question
questioning,question
quibbler,quibble
quick-wittedness,quick-witted
quickener,quicken
quickening,quicken
quickness,quick
quiescent,quiesce
quietness,quiet
quilting,quilt
quirky,quirk
quitter,quit
quivering,quiver
quizzer,quiz
quoter,quote
rabbinic,rabbi
rabbinical,rabbi
Rabelaisian,Rabelais
rabidity,rabid
rabidness,rabid
racer,race
racketeer,racket
racketeering,racketeer
rackety,racket
radiochemistry,radiochemist
rafter,raft
raggedness,ragged
raider,raid
railing,rail
railroading,railroad
rainy,rain
raiser,raise
rakishness,rakish
rallying,rally
rambler,ramble
rammer,ram
rampage,ramp
rampageous,rampage
rampant,ramp
rampant(ip),ramp
rancher,ranch
ranching,ranch
rancidity,rancid
rancidness,rancid
rancorous,rancor
randomness,random
ranker,rank
ranking,rank
rankness,rank
ransacking,ransack
ranter,rant
ranting,rant
rapaciousness,rapacious
raper,rape
rapidity,rapid
rapidness,rapid
raptorial,raptor
rareness,rare
rascally,rascal
rashness,rash
rasping,rasp
raspy,rasp
Rastafarian,Rasta
rasterize,raster
rationality,rational
rationalness,rational
rationing,ration
ratter,rat
ratting,rat
rattler,rattle
ratty,rat
raunchy,raunch
raveling,ravel
ravelling,ravel
ravenousness,ravenous
raver,rave
ravisher,ravish
ravishment,ravish
rawness,raw
razzing,razz
re-afforestation,re-afforest
reaching,reach
reactant,react
reaction,react
reactionary,reaction
reactive,react
reader,read
readership,reader
reading,read
readjustment,readjust
readying,ready
reaffirmation,reaffirm
realistic,realist
reality,real
reallotment,reallot
realness,real
reamer,ream
reaper,reap
reappearance,reappear
reapportionment,reapportion
rear(a),rear
rearing,rear
rearmament,rearm
rearrangement,rearrange
rearward(a),rearward
reasonableness,reasonable
reasoner,reason
reasoning,reason
reassertion,reassert
reassessment,reassess
reassignment,reassign
rebellion,rebel
rebelliousness,rebellious
rebuilding,rebuild
rebuker,rebuke
rebuttal,rebut
rebutter,rebut
recantation,recant
receiver,receive
receivership,receiver
recentness,recent
receptionist,reception
receptiveness,receptive
recessional,recession
reciprocality,reciprocal
recitalist,recital
recklessness,reckless
reckoner,reckon
reckoning,reckon
recliner,recline
reclusiveness,reclusive
recollection,recollect
recollective,recollect
recommencement,recommence
recommendation,recommend
reconciler,reconcile
reconditeness,recondite
reconnoitering,reconnoiter
reconsideration,reconsider
reconstruction,reconstruct
reconstructive,reconstruct
recorder,record
recording,record
recounting,recount
recoverer,recover
recovery,recover
recreational,recreation
recrudescence,recrudesce
recruiter,recruit
recruitment,recruit
rectangularity,rectangular
recumbent,recumb
recurrence,recur
recurrent,recur
red-blindness,red-blind
redaction,redact
redactor,redact
redeemer,redeem
redemptional,redemption
redeployment,redeploy
redeposition,redeposit
redevelopment,redevelop
rediscovery,rediscover
redness,red
reducer,reduce
reedy,reed
reefy,reef
reelection,reelect
reeler,reel
reenactment,reenact
reenactor,reenact
reenforcement,reenforce
referee,refer
refereeing,referee
reference,refer
referral,refer
refilling,refill
refinement,refine
refiner,refine
refinery,refine
refinisher,refinish
reflective,reflect
reflector,reflect
reflex(a),reflex
reflexiveness,reflexive
refocusing,refocus
reforestation,reforest
reformation,reform
reformative,reform
reformatory,reform
reformer,reform
reformist,reform
refraction,refract
refractive,refract
refractiveness,refractive
refresher,refresh
refreshment,refresh
refueling,refuel
refurbishment,refurbish
refuter,refute
regaining,regain
regent(ip),regent
regimental,regiment
regimentation,regiment
regression,regress
regressive,regress
regularity,regular
reimbursement,reimburse
reinforcement,reinforce
reinforcer,reinforce
reinstatement,reinstate
reinterpretation,reinterpret
rejection,reject
rejective,reject
relatedness,related
relationship,relation
relaxant,relax
relaxation,relax
relaxer,relax
relentlessness,relentless
reliableness,reliable
reliever,relieve
religionist,religion
religiousness,religious
relinquishing,relinquish
relinquishment,relinquish
remainder,remain
remembering,remember
reminder,remind
reminiscence,reminisce
reminiscent,reminisce
remissness,remiss
remitment,remit
remittal,remit
remittance,remit
remittent,remit
remoteness,remote
remover,remove
rendering,render
renewal,renew
renouncement,renounce
rental,rent
renter,rent
renting,rent
reordering,reorder
reorientation,reorient
repairer,repair
repayment,repay
repeater,repeat
repeating,repeat
repellant,repel
repellent,repel
repentance,repent
repentant,repent
repercussion,repercuss
repetitiousness,repetitious
repetitiveness,repetitive
replacement,replace
replenishment,replenish
replicate,replica
reportage,report
reporter,report
reporting,report
repositing,reposit
reposition,reposit
repositioning,reposition
repossession,repossess
representation,represent
representative,represent
repression,repress
repressive,repress
reprinting,reprint
reproacher,reproach
reprover,reprove
republishing,republish
repugnance,repugn
repulsiveness,repulsive
requirement,require
requisiteness,requisite
rescuer,rescue
researcher,research
resection,resect
resentment,resent
resettlement,resettle
reshipment,reship
residence,reside
residency,reside
resident,reside
resignation,resign
resinate,resin
resinous,resin
resiny,resin
resistance,resist
resistant,resist
resister,resist
resistive,resist
resoluteness,resolute
resolvent,resolve
resourcefulness,resourceful
respecter,respect
respectfulness,respectful
resplendence,resplend
resplendency,resplend
resplendent,resplend
respondent,respond
responder,respond
responsibleness,responsible
responsiveness,responsive
restatement,restate
rester,rest
restfulness,restful
restiveness,restive
restlessness,restless
restorer,restore
restrainer,restrain
restraint,restrain
restriction,restrict
restrictive,restrict
restrictiveness,restrictive
resultant,result
resurgence,resurge
resurgent,resurge
resurrection,resurrect
retailer,retail
retailing,retail
retardation,retard
retentiveness,retentive
retinal,retina
retiree,retire
retirement,retire
retraction,retract
retractor,retract
retraining,retrain
retrenchment,retrench
retriever,retrieve
retroflexion,retroflex
retrogression,retrogress
retrogressive,retrogress
retrospection,retrospect
retrospective,retrospect
revealing,reveal
reveller,revel
revelry,revel
reverence,revere
reverent,revere
reversionary,reversion
reverting,revert
revetment,revet
reviewer,review
revilement,revile
reviser,revise
revolutionary,revolution
revolutionise,revolution
revolutionist,revolution
revolutionize,revolution
rewording,reword
rewriter,rewrite
rhetorical,rhetoric
rhetorician,rhetoric
rheumy,rheum
Rhodesian,Rhodesia
rhomboidal,rhomboid
rhymer,rhyme
rhymester,rhyme
rhythmic,rhythm
rhythmical,rhythm
rhythmicity,rhythmic
ribbing,rib
ribbony,ribbon
ricer,rice
richness,rich
rickettsial,rickettsia
riddance,rid
rider,ride
ridiculer,ridicule
ridiculousness,ridiculous
Riemannian,Riemann
rigger,rig
rigging,rig
right-handedness,right-handed
righteousness,righteous
rightness,right
rigidifying,rigidify
rigidity,rigid
rigidness,rigid
rigorous,rigor
rigorousness,rigorous
ringer,ring
ringing,ring
rioter,riot
rioting,riot
riotous,riot
ripeness,ripe
ripening,ripen
riser,rise
risklessness,riskless
risky,risk
ritualize,ritual
ritzy,ritz
rivalrous,rival
rivalry,rival
riveter,rivet
rivetter,rivet
roamer,roam
roarer,roar
roaring,roar
roaster,roast
roasting,roast
robber,rob
robbery,rob
robustness,robust
rocker,rock
rocketry,rocket
rocky,rock
roguishness,roguish
roisterer,roister
roleplaying,roleplay
roller,roll
rolling,roll
Romanian,Romania
Romanic,Roman
romanticism,romantic
romper,romp
roofer,roof
roofing,roof
roomer,room
roomette,room
roomy,room
Rooseveltian,Roosevelt
rootage,root
rooting,root
rootlet,root
roper,rope
ropey,rope
rottenness,rotten
rotting,rot
rotundity,rotund
rotundness,rotund
roughness,rough
Roumanian,Roumania
roundedness,rounded
rounder,round
roundness,round
rouser,rouse
Rousseauan,Rousseau
rower,row
rowing,row
rubberize,rubber
rubbery,rubber
rubbing,rub
rubbishy,rubbish
rubricate,rubric
rudeness,rude
rudimentary,rudiment
ruefulness,rueful
ruffianly,ruffian
ruggedness,rugged
ruination,ruin
ruiner,ruin
ruining,ruin
ruinous,ruin
ruler,rule
rulership,ruler
Rumanian,Rumania
runner,run
running,run
runny,run
runty,runt
rurality,rural
Ruritanian,Ruritania
rusher,rush
rushing,rush
rushy,rush
Russian,Russia
rusticate,rustic
rusticity,rustic
rustler,rustle
rusty,rust
ruthfulness,ruthful
ruthlessness,ruthless
rutty,rut
Sabahan,Sabah
sacerdotalism,sacerdotal
sacking,sack
sacramental,sacrament
sacredness,sacred
sacrificer,sacrifice
sacrilegiousness,sacrilegious
saddlery,saddle
sadness,sad
safeness,safe
sagaciousness,sagacious
sailing,sail
sailor,sail
sainthood,saint
saintly,saint
salableness,salable
salaciousness,salacious
salesmanship,salesman
salivary,saliva
salivate,saliva
sallowness,sallow
salter,salt
salting,salt
salty,salt
salubriousness,salubrious
saluter,salute
salvager,salvage
sameness,same
Samoan,Samoa
sampler,sample
sanctimoniousness,sanctimonious
sanctionative,sanction
sandbagger,sandbag
sandblaster,sandblast
sander,sand
sandpapery,sandpaper
sandy,sand
saneness,sane
sanguineness,sanguine
sanguineous,sanguine
sapidness,sapid
sapper,sap
sappy,sap
Sarawakian,Sarawak
sarcolemmal,sarcolemma
Sardinian,Sardinia
sartorial,sartor
sassing,sass
sassy,sass
Satanic,Satan
satiny,satin
satyric,satyr
satyrical,satyr
saunterer,saunter
sauteing,saute
savageness,savage
savagery,savage
saver,save
savoring,savor
savorlessness,savorless
savouring,savour
savourlessness,savourless
savoury,savour
sawyer,saw
saying,say
scabby,scab
scaffolding,scaffold
scaley,scale
scalper,scalp
scammer,scam
scandalise,scandal
scandalize,scandal
scandalous,scandal
scandalousness,scandalous
Scandinavian,Scandinavia
scanner,scan
scanning,scan
scansion,scan
scapular,scapula
scarceness,scarce
scarer,scare
scarey,scare
scarify,scar
scattering,scatter
scavenger,scavenge
sceptical,sceptic
scheduler,schedule
schematic,schema
schematize,schema
schemer,scheme
schismatic,schism
schismatical,schism
schmoozer,schmooze
scholarly,scholar
scholarship,scholar
schooling,school
sciatica,sciatic
scintillate,scintilla
scoffer,scoff
scoffing,scoff
scolder,scold
scolding,scold
scooter,scoot
scorer,score
scorner,scorn
scotomatous,scotoma
scoundrelly,scoundrel
scourer,scour
scourger,scourge
scouring,scour
scouter,scout
scouting,scout
scraggy,scrag
scrambler,scramble
scraper,scrape
scrapper,scrap
scrappy,scrap
scratcher,scratch
scratchy,scratch
scrawler,scrawl
screamer,scream
screaming,scream
screecher,screech
screeching,screech
screechy,screech
screener,screen
screening,screen
screwing,screw
scribbler,scribble
scriber,scribe
scrimshanker,scrimshank
scriptural,script
scrounger,scrounge
scrubber,scrub
scrubbing,scrub
scrubby,scrub
scrupulousness,scrupulous
scrutiniser,scrutinise
scrutinizer,scrutinize
scudding,scud
scuffer,scuff
sculler,scull
sculling,scull
sculptor,sculpt
sculpture,sculpt
sculpturer,sculpture
scummy,scum
scurfy,scurf
Scythian,Scythia
sealant,seal
sealer,seal
sealing,seal
seamanly,seaman
seamanship,seaman
seamster,seam
seamy,seam
searcher,search
seasickness,seasick
seasonableness,seasonable
seasoner,season
seasoning,season
seating,seat
seconder,second
secondment,second
secretaryship,secretary
secretiveness,secretive
sectarian,sect
sectorial,sector
secureness,secure
securer,secure
sedateness,sedate
sedimentary,sediment
sedimentation,sediment
seducer,seduce
sedulousness,sedulous
seeder,seed
seedy,seed
seeing,see
seeking,seek
seepage,seep
seer,see
segmentation,segment
segregationist,segregation
seismal,seism
seismic,seism
seizer,seize
selection,select
selective,select
selector,select
self-awareness,self-aware
self-centeredness,self-centered
self-consciousness,self-conscious
self-destruction,self-destruct
selfishness,selfish
selflessness,selfless
seller,sell
selling,sell
semantics,semantic
semiconsciousness,semiconscious
semidarkness,semidark
semifinalist,semifinal
semiotics,semiotic
senatorial,senator
senatorship,senator
sendee,send
sender,send
sending,send
Senecan,Seneca
senescent,senesce
seniority,senior
senselessness,senseless
sensibleness,sensible
sensitiser,sensitise
sensitiveness,sensitive
sensitizer,sensitize
sensuality,sensual
sensualness,sensual
sensuousness,sensuous
sentimental,sentiment
sentimentality,sentimental
separateness,separate
sequencer,sequence
seraphic,seraph
seraphical,seraph
Serbian,Serbia
sereness,sere
serfdom,serf
serfhood,serf
serious-mindedness,serious-minded
seriousness,serious
sermonise,sermon
sermoniser,sermonise
sermonize,sermon
sermonizer,sermonize
server,serve
serviceableness,serviceable
setaceous,seta
setting,set
settlement,settle
settler,settle
severance,sever
severeness,severe
severing,sever
sewer,sew
sewing,sew
sexlessness,sexless
sexual,sex
sexuality,sexual
sexy,sex
shadowboxing,shadowbox
shadower,shadow
shadowing,shadow
shadowy,shadow
shaggy,shag
shaker,shake
Shakespearean,Shakespeare
shallowness,shallow
shamanize,shaman
shamefacedness,shamefaced
shamefulness,shameful
shamelessness,shameless
shammer,sham
shanghaier,shanghai
shapelessness,shapeless
shapely,shape
shaper,shape
sharer,share
sharp-sightedness,sharp-sighted
sharpener,sharpen
sharpness,sharp
sharpshooter,sharpshoot
shattering,shatter
shaver,shave
shearer,shear
shearing,shear
shears,shear
shedding,shed
sheeny,sheen
sheepishness,sheepish
sheeting,sheet
sheikdom,sheik
shelfy,shelf
sheller,shell
shelling,shell
shelver,shelve
shielder,shield
shielding,shield
shifter,shift
shifting,shift
shiftlessness,shiftless
shifty,shift
shimmery,shimmer
shiner,shine
shingler,shingle
shipment,ship
shipper,ship
shipping,ship
shirker,shirk
shirking,shirk
shirring,shirr
shitter,shit
shitting,shit
shitty,shit
Shivaist,Shiva
shivering,shiver
shivery,shiver
shoaly,shoal
shocker,shock
shooter,shoot
shooting,shoot
shoplifter,shoplift
shoplifting,shoplift
shopper,shop
shopping,shop
shortener,shorten
shortening,shorten
shortness,short
shortsightedness,shortsighted
shouter,shout
shouting,shout
shoveler,shovel
shover,shove
showery,shower
showing,show
showy,show
shredder,shred
shrewdness,shrewd
shrewishness,shrewish
shrieking,shriek
shrilling,shrill
shrillness,shrill
shrimper,shrimp
shrimpy,shrimp
shrinkage,shrink
shrinking,shrink
shrubby,shrub
shrublet,shrub
shuddery,shudder
shuffler,shuffle
shunning,shun
shunter,shunt
shutter,shut
shutting,shut
shyness,shy
Siberian,Siberia
sibyllic,sibyl
sickeningness,sickening
sickness,sick
sifter,sift
sifting,sift
sightedness,sighted
sighting,sight
sightlessness,sightless
sightreader,sightread
sightseeing,sightsee
sightseer,sightsee
signaler,signal
signaling,signal
signalize,signal
signaller,signal
signature,sign
signer,sign
signify,sign
signing,sign
silencer,silence
silky,silk
silty,silt
silvery,silver
similarity,similar
simmering,simmer
Simonize,Simoniz
simperer,simper
simpleness,simple
simultaneousness,simultaneous
sinewy,sinew
sinfulness,sinful
Singaporean,Singapore
singer,sing
singing,sing
single-mindedness,single-minded
singularity,singular
sinistrality,sinistral
sinker,sink
sinking,sink
sinlessness,sinless
sinner,sin
sinning,sin
sinuousness,sinuous
sinusoidal,sinusoid
sipper,sip
sisterhood,sister
sisterly,sister
sitter,sit
sitting,sit
sizeableness,sizeable
skanky,skank
skateboarder,skateboard
skateboarding,skateboard
skater,skate
skeptical,skeptic
sketcher,sketch
